   1.0000000e+00	   6.4613000e+04	
   2.0000000e+00	   6.4613000e+04	
   3.0000000e+00	   6.4613000e+04	
   4.0000000e+00	   6.4613000e+04	
   5.0000000e+00	   6.4613000e+04	
   6.0000000e+00	   6.4613000e+04	
   7.0000000e+00	   6.4613000e+04	
   8.0000000e+00	   6.4613000e+04	
   9.0000000e+00	   6.4613000e+04	
   1.0000000e+01	   6.4613000e+04	
   1.1000000e+01	   6.4613000e+04	
   1.2000000e+01	   6.4613000e+04	
   1.3000000e+01	   6.4613000e+04	
   1.4000000e+01	   6.4613000e+04	
   1.5000000e+01	   6.4613000e+04	
   1.6000000e+01	   6.4613000e+04	
   1.7000000e+01	   6.4613000e+04	
   1.8000000e+01	   6.4613000e+04	
   1.9000000e+01	   6.4613000e+04	
   2.0000000e+01	   6.4613000e+04	
   2.1000000e+01	   6.4613000e+04	
   2.2000000e+01	   6.4613000e+04	
   2.3000000e+01	   6.4613000e+04	
   2.4000000e+01	   6.4613000e+04	
   2.5000000e+01	   6.4613000e+04	
   2.6000000e+01	   6.4613000e+04	
   2.7000000e+01	   6.4613000e+04	
   2.8000000e+01	   6.4613000e+04	
   2.9000000e+01	   6.4613000e+04	
   3.0000000e+01	   6.4613000e+04	
   3.1000000e+01	   6.4613000e+04	
   3.2000000e+01	   6.4613000e+04	
   3.3000000e+01	   6.4613000e+04	
   3.4000000e+01	   6.4613000e+04	
   3.5000000e+01	   6.4613000e+04	
   3.6000000e+01	   6.4613000e+04	
   3.7000000e+01	   6.4613000e+04	
   3.8000000e+01	   6.4613000e+04	
   3.9000000e+01	   6.4613000e+04	
   4.0000000e+01	   6.4613000e+04	
   4.1000000e+01	   6.4613000e+04	
   4.2000000e+01	   6.4613000e+04	
   4.3000000e+01	   6.4613000e+04	
   4.4000000e+01	   6.4613000e+04	
   4.5000000e+01	   6.4613000e+04	
   4.6000000e+01	   6.4613000e+04	
   4.7000000e+01	   6.4613000e+04	
   4.8000000e+01	   6.4613000e+04	
   4.9000000e+01	   6.4613000e+04	
   5.0000000e+01	   6.4613000e+04	
   5.1000000e+01	   6.4613000e+04	
   5.2000000e+01	   6.4613000e+04	
   5.3000000e+01	   6.4613000e+04	
   5.4000000e+01	   6.4613000e+04	
   5.5000000e+01	   6.4613000e+04	
   5.6000000e+01	   6.4613000e+04	
   5.7000000e+01	   6.4613000e+04	
   5.8000000e+01	   6.4613000e+04	
   5.9000000e+01	   6.4613000e+04	
   6.0000000e+01	   6.4613000e+04	
   6.1000000e+01	   6.4614000e+04	
   6.2000000e+01	   6.4614000e+04	
   6.3000000e+01	   6.4614000e+04	
   6.4000000e+01	   6.4614000e+04	
   6.5000000e+01	   6.4614000e+04	
   6.6000000e+01	   6.4614000e+04	
   6.7000000e+01	   6.4614000e+04	
   6.8000000e+01	   6.4614000e+04	
   6.9000000e+01	   6.4614000e+04	
   7.0000000e+01	   6.4614000e+04	
   7.1000000e+01	   6.4614000e+04	
   7.2000000e+01	   6.4614000e+04	
   7.3000000e+01	   6.4614000e+04	
   7.4000000e+01	   6.4614000e+04	
   7.5000000e+01	   6.4614000e+04	
   7.6000000e+01	   6.4614000e+04	
   7.7000000e+01	   6.4614000e+04	
   7.8000000e+01	   6.4614000e+04	
   7.9000000e+01	   6.4614000e+04	
   8.0000000e+01	   6.4614000e+04	
   8.1000000e+01	   6.4614000e+04	
   8.2000000e+01	   6.4614000e+04	
   8.3000000e+01	   6.4614000e+04	
   8.4000000e+01	   6.4614000e+04	
   8.5000000e+01	   6.4614000e+04	
   8.6000000e+01	   6.4614000e+04	
   8.7000000e+01	   6.4614000e+04	
   8.8000000e+01	   6.4614000e+04	
   8.9000000e+01	   6.4614000e+04	
   9.0000000e+01	   6.4614000e+04	
   9.1000000e+01	   6.4614000e+04	
   9.2000000e+01	   6.4614000e+04	
   9.3000000e+01	   6.4614000e+04	
   9.4000000e+01	   6.4614000e+04	
   9.5000000e+01	   6.4614000e+04	
   9.6000000e+01	   6.4614000e+04	
   9.7000000e+01	   6.4614000e+04	
   9.8000000e+01	   6.4614000e+04	
   9.9000000e+01	   6.4614000e+04	
   1.0000000e+02	   6.4614000e+04	
   1.0100000e+02	   6.4614000e+04	
   1.0200000e+02	   6.4614000e+04	
   1.0300000e+02	   6.4614000e+04	
   1.0400000e+02	   6.4614000e+04	
   1.0500000e+02	   6.4614000e+04	
