   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02   3.2000000e+02
   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02   3.3000000e+02
   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02   3.4000000e+02
   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02   3.5000000e+02
   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02   3.6000000e+02
   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02   3.7000000e+02
   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02   3.8000000e+02
   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02   3.9000000e+02
   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02   4.0000000e+02
   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02   4.1000000e+02
